Topic Area,Indicator Name,Measure,Data Year,Stratifier,Subgroup,Unit,Value,LL,UL,Flag,Comparison
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,33,%,7.6,4.4,10.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,34,%,5.7,3.1,8.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,35,%,8.3,5.7,10.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,36,%,9.6,6.7,12.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,37,%,5.9,3.1,8.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,38,%,6.1,3.1,9.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,39,%,7,4.3,9.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,40,%,10.6,5.9,15.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,41,%,8.1,2.5,13.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,42,%,4.1,2.1,6.1,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,43,%,8.2,5,11.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,44,%,6.1,4,8.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,46,%,7.8,3.8,11.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,47,%,6.8,4.3,9.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,48,%,4,0.8,7.2,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,49,%,10.8,5.6,15.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,50,%,6.7,3.1,10.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,52,%,7,4.5,9.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,53,%,10.7,8,13.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,54,%,7.3,4.5,10.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,55,%,10.9,8.4,13.4,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,56,%,6.8,3.5,10.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,57,%,6.1,2.6,9.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,58,%,5.4,1.7,9.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,59,%,4.8,2.5,7.2,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,60,%,8.3,4.1,12.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,61,%,10.1,6.9,13.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,62,%,4.6,2.6,6.6,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,63,%,4.6,2.5,6.8,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,64,%,7.9,4.5,11.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,65,%,9.6,6.4,12.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,66,%,8.9,4.7,13.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,67,%,5.1,0.6,9.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,68,%,3.1,0.4,5.8,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,69,%,11.8,6.2,17.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,70,%,6.3,4.2,8.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,71,%,8.1,3.7,12.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,72,%,10,6.3,13.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,73,%,7.3,4.5,10,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,74,%,9.3,5.9,12.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,78,%,8.9,4.6,13.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,79,%,8.2,2.5,13.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,80,%,4.4,1.5,7.3,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,81,%,4.8,1.8,7.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,83,%,3.8,1,6.7,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,84,%,5.3,2.6,8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,85,%,11.2,7.7,14.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,86,%,7.1,3.7,10.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,87,%,6.4,4,8.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,88,%,6.5,4,9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,89,%,3.1,0.6,5.7,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,90,%,4.5,2,6.9,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,91,%,4.9,2.2,7.6,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,92,%,7.8,4.7,10.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,94,%,4.7,1.9,7.5,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,95,%,7.8,4.9,10.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,96,%,6,2.1,9.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,97,%,6.7,3.1,10.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,98,%,5.7,2.9,8.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,99,%,4.1,1.8,6.3,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,100,%,10.1,5.8,14.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,101,%,5.8,1.5,10.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,102,%,8.9,5,12.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,103,%,8.9,4.7,13.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,105,%,5.1,2.2,8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,106,%,7.7,4.4,11,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,107,%,6.7,4.2,9.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,108,%,7.4,4.2,10.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,109,%,4.4,1.5,7.3,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,110,%,5.9,2.8,9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,111,%,8.7,6.1,11.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,112,%,9.6,4.4,14.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,113,%,7,4.8,9.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,114,%,5.9,2.1,9.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,115,%,9,5.4,12.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,116,%,9.3,5.4,13.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,118,%,10.8,7.7,13.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,119,%,7.6,5.3,10,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,120,%,12.2,9.4,14.9,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,121,%,8.5,5.2,11.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,122,%,4.5,2.4,6.6,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,123,%,8,4.5,11.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,124,%,10.3,6.7,13.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,125,%,8.2,4.7,11.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,126,%,7.3,5,9.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,128,%,9.3,6.3,12.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,129,%,11.7,8.2,15.3,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,130,%,7.2,4.3,10.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,133,%,8,4.1,11.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,134,%,8.3,4.2,12.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,135,%,7.8,4.7,10.8,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,136,%,10.8,8.1,13.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,138,%,9.7,6.7,12.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,139,%,10,7,12.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,140,%,9.9,4.7,15.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,141,%,10,7.4,12.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,142,%,11.5,8.6,14.4,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,143,%,9.7,6.3,13.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,144,%,11,8.1,13.9,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,145,%,8.9,5.8,12,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,146,%,8.5,5.9,11.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,147,%,10.1,6.5,13.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,148,%,10.6,6.8,14.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,149,%,5.4,2.2,8.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,150,%,5.7,3.3,8.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,151,%,7.5,4.7,10.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,152,%,3.7,0.7,6.7,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,153,%,6.6,3.8,9.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,154,%,8,5.6,10.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,155,%,6.8,4.3,9.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,156,%,8,5.1,10.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,157,%,10.7,5.7,15.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,158,%,6,3.8,8.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,159,%,6.1,4.2,8.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,160,%,7.6,5,10.2,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,161,%,6.6,4.3,8.9,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,162,%,4.7,1.9,7.5,,L
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,163,%,8.4,5.8,11,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,164,%,6.8,4.2,9.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,165,%,7.5,5.2,9.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,166,%,9.8,7.2,12.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,167,%,10.3,6.3,14.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,168,%,6.9,3.4,10.4,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,169,%,8.1,4.7,11.5,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,170,%,11.4,7.2,15.7,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,171,%,6.1,3.9,8.3,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,172,%,6.6,3,10.1,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,173,%,7.6,4.7,10.6,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,174,%,7.5,4.9,10,,NS
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2021-2022,Neighbourhood_Number,Toronto,%,7.9,7.6,8.1,,CG
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2022,Sex_of_Baby,Male,%,7.3,6.9,7.8,,CG
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2022,Sex_of_Baby,Female,%,8.9,8.3,9.4,,H
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2022,Singleton_vs_multiple,Singleton Birth,%,6.5,6.2,6.8,,CG
Reproductive_and_Infant_Health,Low Birth Weight,Low Birth Weight Rate,2022,Singleton_vs_multiple,Multiple Birth,%,57.6,52.4,62.8,,H
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Overall,Toronto,%,7.5,7.1,7.8,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Overall,Ontario excluding Toronto,%,10.6,10.4,10.8,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2013,Time,2013,%,7.5,7.1,7.8,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2014,Time,2014,%,7.5,7.2,7.8,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2015,Time,2015,%,7.1,6.8,7.4,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2016,Time,2016,%,7.1,6.8,7.4,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2017,Time,2017,%,7,6.7,7.3,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2018,Time,2018,%,7.1,6.8,7.4,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019,Time,2019,%,7,6.7,7.3,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2020,Time,2020,%,7,6.7,7.3,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Time,2021,%,7.3,7,7.6,,
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Region_within_Ontario,Lowest Ontario PHU,%,6.7,6.2,7.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Region_within_Ontario,Toronto,%,7.5,7.1,7.8,,CG
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Region_within_Ontario,Highest Ontario PHU,%,19.4,16.5,22.4,,H
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Region_within_Ontario,GTA excluding Toronto,%,7.9,7.6,8.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Region_within_Ontario,Ontario excluding Toronto,%,10.6,10.4,10.8,,H
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Income_Quintile,Quintile 1,%,7.1,6.3,7.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Income_Quintile,Quintile 2,%,6.6,5.9,7.4,,L
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Income_Quintile,Quintile 3,%,7.5,6.8,8.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Income_Quintile,Quintile 4,%,7.1,6.4,7.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2021,Income_Quintile,Quintile 5,%,8.3,7.5,9,,CG
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,1,%,7.1,5.6,8.7,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,2,%,6.6,5.1,8.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,3,%,7.6,4.8,10.5,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,4,%,7.4,4.6,10.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,5,%,12.6,8.5,16.7,,H
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,6,%,8.2,6.2,10.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,7,%,8.8,6.5,11.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,8,%,6,3,9,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,9,%,6.7,3.9,9.5,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,10,%,11,6.4,15.6,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,11,%,7.2,4.7,9.7,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,12,%,8.9,4.8,13,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,13,%,9.9,6.5,13.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,15,%,8.5,3.9,13.1,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,16,%,12,9.5,14.6,,H
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,18,%,8.2,5.3,11.1,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,19,%,8.9,5.9,12,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,20,%,9.1,6.2,12.1,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,21,%,7.9,5.1,10.6,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,22,%,7.7,5.6,9.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,23,%,7.8,5,10.5,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,24,%,7.3,5.4,9.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,25,%,7.1,5.3,8.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,27,%,7.6,5.8,9.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,28,%,8,4.2,11.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,29,%,8.1,5.3,10.9,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,30,%,6.9,4.8,9,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,31,%,6,3.7,8.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,32,%,6.1,4.5,7.6,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,33,%,5,2.8,7.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,34,%,8,5.8,10.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,35,%,6,4.3,7.8,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,36,%,6.4,4.5,8.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,37,%,5,2.9,7.2,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,38,%,5.1,2.9,7.3,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,39,%,7.3,5.1,9.5,,NS
Reproductive_and_Infant_Health,Large for Gestational Age,Large for Gestational Age Rate,2019-2021,Neighbourhood_Number,40,%,4.8,2.2,7.5,,NS
